Issue Number,State_0,Time Lapsed_0,Time Lapsed_1,Time Lapsed_2,Time Lapsed_3,Time Lapsed_4,Time Lapsed_5,Time Lapsed_6,Time Lapsed_7,Number of Prompts,Conversation_0,Conversation_1,Conversation_2,Conversation_3,Conversation_4,Conversation_5,Conversation_6,Conversation_7,Type_0,URL_0,URL_1,URL_2,URL_3,URL_4,URL_5,URL_6,URL_7,Author_0,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,RepoName_0,RepoName_1,RepoName_2,RepoName_3,RepoName_4,RepoName_5,RepoName_6,RepoLanguage_0,RepoLanguage_1,RepoLanguage_2,RepoLanguage_3,RepoLanguage_4,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Title_6,Title_7,Body_0,Body_1,Body_2,Body_3,Body_4,Body_5,Body_6,Body_7,UpdatedAt_0,UpdatedAt_1,UpdatedAt_2,UpdatedAt_3,UpdatedAt_4,UpdatedAt_5,UpdatedAt_6,UpdatedAt_7,CSharing_URL_0,CSharing_URL_1,CSharing_URL_2,CSharing_URL_3,CSharing_URL_4,CSharing_URL_5,CSharing_URL_6,CSharing_URL_7,CSharing_Status,CSharing_DateOfConversation_0,CSharing_DateOfConversation_1,CSharing_DateOfConversation_2,CSharing_DateOfConversation_3,CSharing_DateOfConversation_4,CSharing_DateOfConversation_5,CSharing_DateOfConversation_6,CSharing_Title_0,CSharing_Title_1,CSharing_Title_2,CSharing_Title_3,CSharing_Title_4,CSharing_Title_5,CSharing_Title_6,CSharing_Title_7,CSharing_NumberOfPrompts,CSharing_TokensOfPrompts,CSharing_TokensOfAnswers,Conversation_Prompt_0,Conversation_Prompt_1,Conversation_Prompt_2,Conversation_Prompt_3,Conversation_Prompt_4,Conversation_Prompt_5,Conversation_Prompt_6,Conversation_Prompt_7,Conversation_Prompt_8,Conversation_Answer_0,Conversation_Answer_1,Conversation_Answer_2,Conversation_Answer_3,Conversation_Answer_4,Conversation_Answer_5,Conversation_Answer_6,Conversation_Answer_7,Conversation_Answer_8,Conversation_Answer_9,Effectiveness_Score,Detected_Patterns_0,Detected_Patterns_1,Detected_Patterns_2
69,1,0,0,1,0,0,0,1,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,200,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,5,325,1349,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,31.259411042944787,0,0,1
69,1,0,0,1,0,0,0,1,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,200,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,5,325,1349,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,31.259411042944787,0,1,1
69,1,0,0,1,0,0,0,1,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,200,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,5,325,1349,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,45.76016104294478,0,0,1
69,1,0,0,1,0,0,0,1,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,200,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,5,325,1349,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,45.76016104294478,0,1,1
69,1,0,0,1,0,0,0,1,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,200,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,5,325,1349,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,84.27391104294479,0,0,1
69,1,0,0,1,0,0,0,1,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,200,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,5,325,1349,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,84.27391104294479,0,1,1
15,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,200,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,66,465,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,105.07750621890548,0,1,0
15,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,200,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,66,465,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,105.07750621890548,1,0,1
15,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,200,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,66,465,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,105.07750621890548,0,1,1
15,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,200,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,66,465,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,80.08113717128643,0,1,0
15,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,200,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,66,465,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,80.08113717128643,1,0,1
15,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,200,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,66,465,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,80.08113717128643,0,1,1
1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,200,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,441,664,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,127.91966863202158,0,0,1
302,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,200,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,15,293,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,112.04144230769231,0,1,1
302,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,200,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,15,293,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,112.04144230769231,0,1,1
3,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,200,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1071,30,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2.0083955223880596,1,0,0
3,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,200,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1071,30,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2.0083955223880596,0,0,1
3,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,200,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1071,30,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2.0083955223880596,0,1,0
3,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,200,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1071,30,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2.0083955223880596,0,1,1
2773,1,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,200,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,3,217,531,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,52.725279399499584,0,0,1
2773,1,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,200,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,3,217,531,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,52.725279399499584,0,0,1
2773,1,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,200,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,3,217,531,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,47.2274006116208,0,0,1
97,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,200,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,80,778,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,231.36814814814815,0,0,1
11916,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,200,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,14,117,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,46.876000000000005,0,1,0
11916,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,200,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,14,117,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,46.876000000000005,0,1,0
288,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,200,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,125,445,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,138.06269047619045,0,1,0
288,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,200,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,125,445,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,138.06269047619045,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,85.56620172731559,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,85.56620172731559,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,85.56620172731559,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,106.07313679225065,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,106.07313679225065,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,106.07313679225065,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,72.08935378359264,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,72.08935378359264,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,72.08935378359264,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,81.06214911326298,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,81.06214911326298,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,81.06214911326298,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,44.05152640264026,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,44.05152640264026,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,44.05152640264026,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,91.57728397839784,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,91.57728397839784,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,91.57728397839784,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,116.0734141577423,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,116.0734141577423,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,116.0734141577423,0,1,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,66.57450259311645,0,0,1
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,66.57450259311645,0,1,0
1,1,0,0,1,0,1,0,1,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,200,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,22,807,6917,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,66.57450259311645,0,1,1
